Time,Speed,Throttle,Brake,RPM,nGear,DRS,X,Y
0 days 00:00:37.421000,187.0,0.0,True,9458.0,5,0,3060.564641939465,2897.7510397487213
0 days 00:00:37.503000,183.9250048,0.0,True,9799.8369664,5,0,3030.0,2852.0
0 days 00:00:37.581000,181.0,0.0,True,10125.0,5,0,3010.878351720474,2824.330911536311
0 days 00:00:37.763000,165.0749888,0.0,True,10557.250304,5,0,2985.0,2791.0
0 days 00:00:37.821000,160.0,0.0,True,10695.0,4,0,2973.1754374366633,2775.7508866422054
0 days 00:00:38.143000,148.4044346866588,0.0,True,10042.080476202633,4,0,2883.0,2661.0
0 days 00:00:38.182000,147.0,0.0,True,9963.0,3,0,2872.596922301295,2648.731068596387
0 days 00:00:38.263000,140.11500544,0.0,True,9622.8002688,3,0,2852.0,2625.0
0 days 00:00:38.382000,130.0,0.0,True,9123.0,3,0,2824.3247322532225,2593.132416083007
0 days 00:00:38.542000,118.0,0.0,True,8323.0,3,0,2784.0,2553.0
0 days 00:00:38.762000,110.66666666666667,0.0,True,7446.666666666667,3,0,2712.0,2501.0
0 days 00:00:38.782000,110.0,0.0,True,7367.0,3,0,2706.5664143378485,2497.6407146495058
0 days 00:00:38.982000,102.0,0.0,True,7037.0,3,0,2667.999043005012,2479.562207926109
0 days 00:00:39.102000,98.65738221149732,0.0,True,6815.384440622272,3,0,2646.0,2473.0
0 days 00:00:39.341000,92.0,0.0,True,6374.0,3,0,2587.4164439227134,2459.143664006613
0 days 00:00:39.382000,91.31666773333333,0.0,True,6308.9126016,3,0,2575.0,2458.0
0 days 00:00:39.581000,88.0,0.0,False,5993.0,3,0,2510.257583414261,2459.4542256167933
0 days 00:00:39.602000,87.58000128,0.0,False,5961.18509696,3,0,2505.0,2460.0
0 days 00:00:39.781000,84.0,0.0,False,5690.0,3,0,2478.3135006451516,2467.061774237951
0 days 00:00:39.862000,82.71136465454545,0.0,False,5627.409140363637,3,0,2468.0,2474.0
0 days 00:00:40.221000,77.0,0.0,False,5350.0,3,0,2403.9659080409924,2534.43697104896
0 days 00:00:40.242000,76.91250026666667,1.3999957333333333,False,5414.5748032,3,0,2401.0,2538.0
0 days 00:00:40.461000,76.0,16.0,False,6088.0,3,0,2378.7525181142637,2572.1493909802653
0 days 00:00:40.502000,76.29285668571428,16.0,False,6063.107181714286,3,0,2375.0,2579.0
0 days 00:00:40.741000,78.0,16.0,False,5918.0,3,0,2351.6782542466945,2624.6944499661645
0 days 00:00:40.802000,78.65357074285714,17.5249984,False,5964.621379657143,3,0,2346.0,2637.0
0 days 00:00:41.021000,81.0,23.0,False,6132.0,3,0,2327.6784559472103,2681.877386748232
0 days 00:00:41.082000,81.91499904,24.82999808,False,6208.55491968,3,0,2323.0,2695.0
0 days 00:00:41.221000,84.0,29.0,False,6383.0,3,0,2312.9398013420678,2726.200661633977
0 days 00:00:41.302000,84.89999928888889,31.24999822222222,False,6495.049911466666,3,0,2308.0,2744.0
0 days 00:00:41.502000,87.1222215111111,36.805553777777774,False,6771.716578133333,3,0,2299.0,2791.0
0 days 00:00:41.581000,88.0,39.0,False,6881.0,3,0,2295.4500364884225,2820.5337573668603
0 days 00:00:41.722000,91.5249984,44.5392832,False,7037.107072,3,0,2290.0,2876.0
0 days 00:00:41.861000,95.0,50.0,False,7191.0,3,0,2288.3171536727223,2903.024231114936
0 days 00:00:42.003000,99.7333376,54.338892799999996,False,7461.194688,3,0,2289.0,2924.0
0 days 00:00:42.221000,107.0,61.0,False,7876.0,3,0,2291.7029975664514,2986.8844095620743
0 days 00:00:42.303000,110.0749952,64.33124480000001,False,8169.405792,3,0,2293.0,3012.0
0 days 00:00:42.503000,117.5749952,72.45624480000001,False,8885.030792,3,0,2298.0,3075.0
0 days 00:00:42.541000,119.0,74.0,False,9021.0,3,0,2300.080463322216,3092.32845052187
0 days 00:00:42.743000,129.0999936,84.0999936,False,9762.788418844444,3,0,2315.0,3200.0
0 days 00:00:42.901000,137.0,92.0,False,10343.0,3,0,2322.189067882964,3248.2069174933745
0 days 00:00:43.143000,141.3214262857143,98.91428205714286,False,11005.04250697143,3,0,2331.0,3299.0
0 days 00:00:43.181000,142.0,100.0,False,11109.0,3,0,2333.2973034906368,3312.233443121403
0 days 00:00:43.283000,147.95000746666668,100.0,False,11204.200119466666,3,0,2341.0,3355.0
0 days 00:00:43.421000,156.0,100.0,False,11333.0,3,0,2355.9733047194695,3428.432358963967
0 days 00:00:43.603000,166.2375072,100.0,False,10991.74976,3,0,2378.0,3530.0
0 days 00:00:43.741000,174.0,100.0,False,10733.0,3,0,2390.864217865343,3589.1510259994657
0 days 00:00:43.941000,182.0,100.0,False,10968.0,4,0,2406.0322079067846,3658.5826103175946
0 days 00:00:44.043000,186.4625056,100.0,False,11280.375392,4,0,2416.0,3704.0
0 days 00:00:44.101000,189.0,100.0,False,11458.0,4,0,2422.494019118597,3733.5558536629733
0 days 00:00:44.123000,189.0,100.0,False,11469.99006976,4,0,2425.0,3745.0
0 days 00:00:44.301000,189.0,100.0,False,11567.0,4,0,2444.891262853706,3837.116083090301
0 days 00:00:44.383000,191.9611064888889,100.0,False,11357.672548977778,4,0,2454.0,3880.0
0 days 00:00:44.603000,199.90556017777777,100.0,False,10796.060784355555,4,0,2479.0,3998.0
0 days 00:00:44.661000,202.0,100.0,False,10648.0,5,0,2486.04276119368,4029.8919706682727
0 days 00:00:44.883000,209.6074825385635,100.0,False,10935.701157822037,5,0,2515.0,4155.0
0 days 00:00:44.982000,213.0,100.0,False,11064.0,5,0,2528.811811584607,4212.283401169833
0 days 00:00:45.082000,216.33333333333334,100.0,False,11188.583333333334,5,0,2543.0,4271.0
0 days 00:00:45.182000,219.66666666666666,100.0,False,11313.166666666666,5,0,2557.0,4330.0
0 days 00:00:45.222000,221.0,100.0,False,11363.0,5,0,2562.3786370908347,4352.898611980725
0 days 00:00:45.422000,226.0,100.0,False,11563.0,5,0,2588.568240295371,4467.518365933756
0 days 00:00:45.482000,227.125,100.0,False,11673.625,5,0,2598.0,4511.0
0 days 00:00:45.582000,229.0,100.0,False,11858.0,5,0,2616.0539757459906,4596.408581213874
0 days 00:00:45.742000,229.80401984192326,100.0,False,11745.437222130742,5,0,2645.0,4737.0
0 days 00:00:45.781000,230.0,100.0,False,11718.0,5,0,2650.506080292959,4764.289991484615
0 days 00:00:45.981000,236.0,100.0,False,10731.0,6,0,2668.971259508859,4860.136514898105
0 days 00:00:46.162000,239.87857005714287,100.0,False,10862.871381942858,6,0,2684.0,4945.0
0 days 00:00:46.261000,242.0,100.0,False,10935.0,6,0,2694.7285206316933,5006.637260271047
0 days 00:00:46.322000,243.30714148571428,100.0,False,10927.157151085714,6,0,2702.0,5051.0
0 days 00:00:46.541000,248.0,100.0,False,10899.0,6,0,2729.0030945438775,5237.791861552065
0 days 00:00:46.562000,247.4750016,94.750016,False,10874.22007552,6,0,2731.0,5253.0
0 days 00:00:46.822000,240.9750016,29.750016000000002,False,10567.42007552,6,0,2745.0,5388.0
0 days 00:00:46.941000,238.0,0.0,True,10427.0,6,0,2748.8309529420762,5449.921357090404
0 days 00:00:47.102000,234.64583466666667,0.0,True,10152.629275733334,6,0,2753.0,5537.0
0 days 00:00:47.181000,233.0,0.0,True,10018.0,6,0,2754.8339948883295,5577.735862172062
0 days 00:00:47.381000,224.0,0.0,True,9620.0,6,0,2753.0113486822734,5695.474088542706
0 days 00:00:47.422000,221.74500352,0.0,True,9768.21476864,6,0,2749.0,5731.0
0 days 00:00:47.562000,214.04500352,0.0,True,10274.31476864,6,0,2728.0,5869.0
0 days 00:00:47.581000,213.0,0.0,True,10343.0,6,0,2725.5278283534026,5883.371193906711
0 days 00:00:47.821000,198.0,0.0,True,10843.0,5,0,2704.5428874894715,5962.743021243538
0 days 00:00:47.862000,195.77917013333334,0.0,True,10853.079150933334,5,0,2699.0,5977.0
0 days 00:00:48.061000,185.0,0.0,True,10902.0,4,0,2656.813820647949,6085.934409482375
0 days 00:00:48.221000,175.0,0.0,True,10885.0,4,0,2619.210670187914,6177.519700408755
0 days 00:00:48.222000,174.968752,0.0,True,10888.9747456,4,0,2619.0,6178.0
0 days 00:00:48.381000,170.0,0.0,True,11521.0,4,0,2589.3466790636894,6239.823115855405
0 days 00:00:48.603000,155.19999146666666,0.0,True,10958.599675733334,4,0,2542.0,6311.0
0 days 00:00:48.621000,154.0,0.0,True,10913.0,3,0,2536.6261343967685,6318.182570737518
0 days 00:00:48.863000,141.03572114285714,0.0,True,10077.236156342857,3,0,2455.0,6420.0
0 days 00:00:48.901000,139.0,0.0,True,9946.0,3,0,2445.269070570185,6431.242131177361
0 days 00:00:49.061000,135.0,0.0,True,9896.0,3,0,2417.317385562311,6459.877768428745
0 days 00:00:49.183000,131.187504,0.0,True,9042.000896,3,0,2397.0,6478.0
0 days 00:00:49.221000,130.0,0.0,True,8776.0,3,0,2389.6206458191705,6484.537604641715
0 days 00:00:49.483000,113.15713462857143,0.0,True,9368.307432228572,3,0,2318.0,6540.0
0 days 00:00:49.501000,112.0,0.0,True,9409.0,3,0,2310.879570116196,6544.335855173375
0 days 00:00:49.703000,104.4250048,0.0,True,8835.8253632,3,0,2226.0,6590.0
0 days 00:00:49.741000,103.0,0.0,True,8728.0,2,0,2216.034108440419,6594.958629563346
0 days 00:00:49.981000,100.0,0.0,True,7854.0,2,0,2189.8032853287696,6603.197132968933
0 days 00:00:50.003000,98.8999936,0.0,True,7805.37971712,2,0,2186.0,6604.0
0 days 00:00:50.163000,90.8999936,0.0,True,7451.77971712,2,0,2147.0,6612.0
0 days 00:00:50.181000,90.0,0.0,True,7412.0,2,0,2142.4847024829746,6612.640704759598
0 days 00:00:50.341000,84.0,0.0,True,7058.0,2,0,2105.1501234335497,6614.28603618085
0 days 00:00:50.443000,82.58333155555556,0.0,True,6955.433204622223,2,0,2083.0,6612.0
0 days 00:00:50.663000,79.52777955555555,0.0,True,6734.2112398222225,2,0,2038.0,6599.0
0 days 00:00:50.701000,79.0,0.0,False,6696.0,2,0,2030.5854804751443,6595.654743082164
0 days 00:00:50.843000,77.47857005714286,0.0,False,6545.885578971429,2,0,2004.0,6580.0
0 days 00:00:50.981000,76.0,0.0,False,6400.0,2,0,1980.4765848932796,6559.131629126665
0 days 00:00:51.181000,75.0,12.0,False,6442.0,2,0,1950.5509671270136,6518.823415448018
0 days 00:00:51.382000,72.0,21.0,False,5692.0,3,0,1925.4857361634,6467.985053197528
0 days 00:00:51.662000,75.0,23.0,False,5700.0,3,0,1899.6353009899703,6407.287554658682
0 days 00:00:51.762000,75.625,25.1875,False,5782.5,3,0,1893.0,6390.0
0 days 00:00:51.982000,77.0,30.0,False,5964.0,3,0,1883.204416240608,6360.0697684751285
0 days 00:00:52.182000,81.28571428571429,40.0,False,6259.0,3,0,1876.0,6329.0
0 days 00:00:52.262000,83.0,44.0,False,6377.0,3,0,1872.5880710715403,6312.239856491355
0 days 00:00:52.422000,90.0,44.0,False,6657.0,3,0,1864.983818103689,6272.954335571424
0 days 00:00:52.482000,91.67130889425134,47.84401045677808,False,6848.030606612928,3,0,1862.0,6258.0
0 days 00:00:52.582000,94.45682371800358,54.250694551408216,False,7166.414950967808,3,0,1857.0,6233.0
0 days 00:00:52.781000,100.0,67.0,False,7800.0,3,0,1848.581166038073,6178.6382722140115
0 days 00:00:52.822000,102.1781216,68.4093728,False,7911.8529504,3,0,1847.0,6167.0
0 days 00:00:53.062000,114.9281216,76.6593728,False,8566.6029504,3,0,1838.0,6096.0
0 days 00:00:53.101000,117.0,78.0,False,8673.0,3,0,1836.4338196961091,6083.436593870383
0 days 00:00:53.282000,125.59749696,82.97749824,False,9196.08981504,3,0,1829.0,6024.0
0 days 00:00:53.501000,136.0,89.0,False,9829.0,3,0,1820.225385294135,5951.26587971937
0 days 00:00:53.522000,136.87499733333334,89.5249984,False,9940.212161066667,3,0,1819.0,5940.0
0 days 00:00:53.702000,144.37499733333334,94.0249984,False,10893.462161066667,3,0,1806.0,5814.0
0 days 00:00:53.741000,146.0,95.0,False,11100.0,3,0,1803.537695635588,5788.94461262795
0 days 00:00:54.101000,165.0,100.0,False,10442.0,3,0,1790.4871103438427,5638.976877408774
0 days 00:00:54.162000,167.59249728,100.0,False,10544.78489216,3,0,1789.0,5622.0
0 days 00:00:54.501000,182.0,100.0,False,11116.0,4,0,1780.0424930468043,5515.617931826315
0 days 00:00:54.502000,182.0124992,100.0,False,11117.4290752,4,0,1780.0,5515.0
0 days 00:00:54.741000,185.0,100.0,False,11459.0,4,0,1768.0402751384738,5330.617393190268
0 days 00:00:54.742000,185.0458304,100.0,False,11460.0332672,4,0,1768.0,5330.0
0 days 00:00:54.981000,196.0,100.0,False,11707.0,4,0,1762.2477316720544,5246.3199269036795
0 days 00:00:55.082000,198.16428434285714,100.0,False,11335.103807085714,4,0,1760.0,5210.0
0 days 00:00:55.261000,202.0,100.0,False,10676.0,5,0,1754.3122807436182,5108.786943669682
0 days 00:00:55.343000,205.0749952,100.0,False,10772.8623488,5,0,1751.0,5051.0
0 days 00:00:55.581000,214.0,100.0,False,11054.0,5,0,1739.8732480066058,4864.963221647209
0 days 00:00:55.603000,214.7333376,100.0,False,11087.5501952,5,0,1739.0,4850.0
0 days 00:00:55.821000,222.0,100.0,False,11420.0,5,0,1732.9381564220494,4737.872360497628
0 days 00:00:56.021000,227.0,100.0,False,11617.0,5,0,1728.3621724089576,4650.46120154719
0 days 00:00:56.063000,227.83999744,100.0,False,11577.52012032,5,0,1727.0,4627.0
0 days 00:00:56.221000,231.0,100.0,False,11429.0,5,0,1721.0700876816024,4527.248051127123
0 days 00:00:56.223000,231.0333312,100.0,False,11422.7170688,5,0,1721.0,4526.0
0 days 00:00:56.443000,234.70000213333333,100.0,False,10731.549597866666,5,0,1714.0,4384.0
0 days 00:00:56.461000,235.0,100.0,False,10675.0,6,0,1713.311794685683,4369.0071023339915
0 days 00:00:56.683000,238.70000213333333,100.0,False,10819.3000832,6,0,1704.0,4163.0
0 days 00:00:56.821000,241.0,100.0,False,10909.0,6,0,1700.7380004111374,4092.2505735226337
0 days 00:00:57.003000,244.50000246153846,100.0,False,11026.950082953847,6,0,1698.0,4035.0
0 days 00:00:57.303000,250.26922830769232,100.0,False,11221.372993969231,6,0,1688.0,3829.0
0 days 00:00:57.341000,251.0,100.0,False,11246.0,6,0,1685.4008992562203,3777.8641111037255
0 days 00:00:57.443000,252.70000213333333,100.0,False,11302.950071466666,6,0,1678.0,3633.0
0 days 00:00:57.701000,257.0,100.0,False,11447.0,6,0,1672.0583208133773,3509.332263171557
0 days 00:00:57.823000,258.14018594695295,100.0,False,11508.189979153141,6,0,1670.0,3463.0
0 days 00:00:58.003000,259.82243166553155,100.0,False,11598.470499383526,6,0,1664.0,3334.0
0 days 00:00:58.022000,260.0,100.0,False,11608.0,6,0,1663.3362063843535,3319.4086242047765
0 days 00:00:58.282000,263.7142857142857,100.0,False,10616.285714285714,6,0,1655.0,3131.0
0 days 00:00:58.302000,264.0,100.0,False,10540.0,6,0,1654.4336831911478,3118.518144875607
0 days 00:00:58.522000,264.9166666666667,100.0,False,10603.25,6,0,1647.0,2955.0
0 days 00:00:58.542000,265.0,100.0,False,10609.0,7,0,1645.8612502433994,2928.9278065062886
0 days 00:00:58.662000,266.5,100.0,False,10651.375,7,0,1638.0,2747.0
0 days 00:00:58.862000,269.0,100.0,False,10722.0,7,0,1629.6090846647633,2553.3666995502913
0 days 00:00:59.122000,271.4451405752696,100.0,False,10842.626935046634,7,0,1624.0,2431.0
0 days 00:00:59.181000,272.0,100.0,False,10870.0,7,0,1622.5615759379236,2401.3083122354515
0 days 00:00:59.341000,273.0,100.0,False,10884.0,7,0,1618.3150638779616,2316.362504342495
0 days 00:00:59.542000,274.6749994666667,100.0,False,10987.849966933334,7,0,1612.0,2189.0
0 days 00:00:59.581000,275.0,100.0,False,11008.0,7,0,1610.6258833696354,2160.6542728190852
0 days 00:00:59.682000,275.75749952,100.0,False,11025.6749888,7,0,1607.0,2085.0
0 days 00:00:59.902000,277.40749952,100.0,False,11064.1749888,7,0,1599.0,1915.0
0 days 00:00:59.981000,278.0,100.0,False,11078.0,7,0,1594.6278133806966,1823.5454141521113
0 days 00:01:00.162000,279.80999936,100.0,False,11118.7249856,7,0,1584.0,1605.0
0 days 00:01:00.181000,280.0,100.0,False,11123.0,7,0,1583.2473892693165,1590.0484635874793
0 days 00:01:00.442000,281.86428525714285,100.0,False,11154.69284937143,7,0,1578.0,1495.0
0 days 00:01:00.461000,282.0,100.0,False,11157.0,7,0,1577.5714964244762,1486.8106291229533
0 days 00:01:00.621000,283.0,100.0,False,11152.0,7,0,1572.8661816884353,1392.1321527976365
0 days 00:01:00.802000,283.90499968,100.0,False,11197.249984,7,0,1564.0,1213.0
0 days 00:01:00.821000,284.0,100.0,False,11202.0,7,0,1562.785428115697,1188.836143417006
0 days 00:01:00.982000,281.9875008,32.91669333333333,False,11138.270858666667,7,0,1552.0,976.0
0 days 00:01:01.061000,281.0,0.0,False,11107.0,7,0,1548.6931171101392,911.5741876678471
0 days 00:01:01.341000,273.0,0.0,False,10538.0,7,0,1542.1742100167785,798.2125943304749
0 days 00:01:01.362000,272.38750186666664,0.0,False,10508.8625888,7,0,1541.0,778.0
0 days 00:01:01.562000,266.5541685333333,0.0,False,10231.3625888,7,0,1526.0,513.0
0 days 00:01:01.581000,266.0,0.0,True,10205.0,7,0,1524.8492520904128,490.8446722570292
0 days 00:01:01.821000,244.0,0.0,True,9544.0,7,0,1517.9831204921766,312.44276955234005
0 days 00:01:01.963000,236.8999936,0.0,True,10033.0129408,7,0,1517.0,247.0
0 days 00:01:01.981000,236.0,0.0,True,10095.0,7,0,1516.9211582418623,239.256770622218
0 days 00:01:02.221000,219.0,0.0,True,10520.0,7,0,1516.856580000967,147.8620840712952
0 days 00:01:02.381000,204.0,0.0,True,10541.0,6,0,1518.892223065448,88.35250617209498
0 days 00:01:02.463000,197.8500096,0.0,True,10560.7312192,6,0,1521.0,54.0
0 days 00:01:02.683000,181.3499904,0.0,True,10613.6687808,6,0,1533.0,-58.0
0 days 00:01:02.701000,180.0,0.0,True,10618.0,5,0,1534.9686485480452,-69.88241182453066
0 days 00:01:02.883000,173.62999552,0.0,True,10205.76971008,5,0,1561.0,-200.0
0 days 00:01:02.901000,173.0,0.0,True,10165.0,4,0,1563.3645824572802,-210.3623751594348
0 days 00:01:03.261000,168.0,0.0,False,9718.0,4,0,1601.0519560008966,-321.92564268678586
0 days 00:01:03.283000,167.6333312,0.0,False,9700.583232,4,0,1604.0,-329.0
0 days 00:01:03.443000,164.96666453333333,0.0,False,9573.916565333333,4,0,1634.0,-391.0
0 days 00:01:03.501000,164.0,0.0,False,9528.0,4,0,1653.7339174490487,-417.9186435445749
0 days 00:01:03.661000,161.0,0.0,False,9303.0,4,0,1728.7181726165659,-497.92761836705336
0 days 00:01:03.723000,160.06999808,0.31000064,False,9266.72992512,4,0,1754.0,-522.0
0 days 00:01:03.861000,158.0,1.0,False,9186.0,4,0,1795.614490712174,-556.1929247675891
0 days 00:01:04.143000,151.8312528,30.9624864,False,9129.6000256,4,0,1861.0,-584.0
0 days 00:01:04.181000,151.0,35.0,False,9122.0,4,0,1874.5930137771193,-589.8953811580458
0 days 00:01:04.323000,151.0,42.987507199999996,False,9148.625024,4,0,1933.0,-615.0
0 days 00:01:04.341000,151.0,44.0,False,9152.0,4,0,1940.4832061932434,-617.9649701589204
0 days 00:01:04.542000,153.0,48.0,False,9388.0,4,0,2022.8013555852638,-645.4621972663361
0 days 00:01:04.602000,153.9,50.1,False,9436.9,4,0,2047.0,-651.0
0 days 00:01:04.642000,154.5,51.5,False,9469.5,4,0,2063.0,-654.0
0 days 00:01:04.742000,156.0,55.0,False,9551.0,4,0,2101.216136568053,-661.2372561029051
0 days 00:01:04.962000,157.83333333333334,67.83333333333333,False,9844.333333333334,4,0,2200.0,-670.0
0 days 00:01:04.982000,158.0,69.0,False,9871.0,4,0,2212.566754562422,-669.58684110969
0 days 00:01:05.182000,163.0,73.16666666666667,False,10099.333333333334,4,0,2353.0,-657.0
0 days 00:01:05.222000,164.0,74.0,False,10145.0,4,0,2375.06188046433,-654.1507566281682
0 days 00:01:05.502000,171.0,83.0,False,10615.0,4,0,2459.3309999650596,-633.8930150273262
0 days 00:01:05.642000,173.91666666666666,83.58333333333333,False,10729.916666666666,4,0,2509.0,-617.0
0 days 00:01:05.662000,174.33333333333334,83.66666666666667,False,10746.333333333334,4,0,2518.0,-614.0
0 days 00:01:05.742000,176.0,84.0,False,10812.0,4,0,2559.4265072595754,-597.8302413660647
0 days 00:01:05.981000,181.0,100.0,False,10068.0,4,0,2712.8364726699833,-521.8992028226597
0 days 00:01:06.042000,182.96071222857142,100.0,False,10050.78930377143,4,0,2744.0,-505.0
0 days 00:01:06.261000,190.0,100.0,False,9989.0,5,0,2815.5205492515956,-460.83481898634557
0 days 00:01:06.442000,194.97749824,100.0,False,10227.01491584,5,0,2865.0,-421.0
0 days 00:01:06.661000,201.0,100.0,False,10515.0,5,0,2949.4957364044362,-346.81303694598296
0 days 00:01:06.702000,202.0249984,100.0,False,10541.265584,5,0,2966.0,-331.0
0 days 00:01:06.981000,209.0,100.0,False,10720.0,5,0,3074.593290018511,-212.36033028345372
0 days 00:01:07.182000,214.74285531428572,100.0,False,11107.642733714285,5,0,3146.0,-117.0
0 days 00:01:07.261000,217.0,100.0,False,11260.0,5,0,3171.9987087908416,-77.61574274112097
0 days 00:01:07.382000,220.5291648,100.0,False,11375.4541056,5,0,3210.0,-15.0
0 days 00:01:07.501000,224.0,100.0,False,11489.0,5,0,3245.946696012807,49.62949422462596
0 days 00:01:07.642000,225.7624992,100.0,False,11639.6936816,5,0,3286.0,129.0
0 days 00:01:07.661000,226.0,100.0,False,11660.0,5,0,3291.116423209987,139.8182647267047
0 days 00:01:07.862000,231.0249984,100.0,False,11212.318324363636,5,0,3342.0,256.0
0 days 00:01:08.042000,235.5249984,100.0,False,10811.409233454546,5,0,3386.0,364.0
0 days 00:01:08.101000,237.0,100.0,False,10680.0,6,0,3400.778303495078,401.885816673485
0 days 00:01:08.303000,237.84166613333332,100.0,False,10806.24992,6,0,3452.0,536.0
0 days 00:01:08.341000,238.0,100.0,False,10830.0,6,0,3461.3503605123483,559.9736338357533
0 days 00:01:08.463000,240.71110826666666,99.32222293333334,False,10910.655470933334,6,0,3492.0,635.0
0 days 00:01:08.701000,246.0,98.0,False,11068.0,6,0,3564.8609534626444,783.7015314379472
0 days 00:01:08.803000,246.51000064,84.73998336,False,10981.80989184,6,0,3595.0,839.0
0 days 00:01:08.901000,247.0,72.0,False,10899.0,6,0,3621.150221712485,884.1651054299978
0 days 00:01:08.983000,246.7071433142857,69.9500032,False,10853.021500342857,6,0,3653.0,932.0
0 days 00:01:09.181000,246.0,65.0,False,10742.0,6,0,3787.0558297308794,1112.2316154531434
0 days 00:01:09.203000,245.8624992,64.9312496,False,10754.3063216,6,0,3800.0,1129.0
0 days 00:01:09.501000,244.0,64.0,False,10921.0,6,0,3886.3799502033658,1225.9530665329955
0 days 00:01:09.623000,243.2375008,64.0,False,10797.4751296,6,0,3929.0,1262.0
0 days 00:01:09.661000,243.0,64.0,False,10759.0,6,0,3947.199716387212,1277.6892037620987
0 days 00:01:09.703000,242.7375008,63.8687504,False,10752.43752,6,0,3969.0,1296.0
0 days 00:01:09.943000,241.2375008,63.1187504,False,10714.93752,6,0,4100.0,1387.0
0 days 00:01:09.981000,241.0,63.0,False,10709.0,6,0,4119.830326184507,1399.2492761290705
0 days 00:01:10.221000,238.0,64.0,False,10535.0,6,0,4259.9512777497,1471.967247104813
0 days 00:01:10.243000,237.88999936,64.5500032,False,10541.98504064,6,0,4279.0,1480.0
0 days 00:01:10.403000,237.08999936,68.5500032,False,10592.78504064,6,0,4439.0,1542.0
0 days 00:01:10.621000,236.0,74.0,False,10662.0,6,0,4555.127441767597,1580.0954189157271
0 days 00:01:10.803000,236.41363665454546,76.48181992727272,False,10657.4499968,6,0,4629.0,1593.0
0 days 00:01:11.003000,236.8681821090909,79.20909265454546,False,10652.4499968,6,0,4758.0,1611.0
0 days 00:01:11.061000,237.0,80.0,False,10651.0,6,0,4796.490616718379,1613.7636926717714
0 days 00:01:11.222000,237.50155753302082,82.00623013208326,False,10712.19001902854,6,0,4902.0,1614.0
0 days 00:01:11.382000,238.0,84.0,False,10773.0,6,0,5008.688849212919,1604.9877569137343
0 days 00:01:11.442000,238.42857142857142,84.64285714285714,False,10780.07142857143,6,0,5047.0,1600.0
0 days 00:01:11.622000,239.71428571428572,86.57142857142857,False,10801.285714285714,6,0,5164.0,1576.0
0 days 00:01:11.662000,240.0,87.0,False,10806.0,6,0,5198.22578458566,1565.429467879661
0 days 00:01:11.862000,241.0,88.0,False,10897.0,6,0,5399.745809435247,1490.8961939422845
0 days 00:01:11.902000,241.33333333333334,88.33333333333333,False,10900.666666666666,6,0,5430.0,1479.0
0 days 00:01:12.102000,243.0,90.0,False,10919.0,6,0,5502.221818673978,1447.6902336436885
0 days 00:01:12.302000,244.36363636363637,82.72727272727273,False,10895.818181818182,6,0,5594.0,1399.0
0 days 00:01:12.482000,245.5909090909091,76.18181818181819,False,10874.954545454546,6,0,5795.0,1299.0
0 days 00:01:12.542000,246.0,74.0,False,10868.0,6,0,5852.763132370663,1270.7266345810544
0 days 00:01:12.821000,243.0,51.0,True,10714.0,6,0,6011.037121595863,1196.4092812766603
0 days 00:01:12.962000,234.6281288,28.528135199999998,True,10440.812624,6,0,6063.0,1172.0
0 days 00:01:13.141000,224.0,0.0,True,10094.0,6,0,6121.032786072203,1143.2021884012527
0 days 00:01:13.222000,219.37143222857142,0.0,True,10038.891114971428,6,0,6152.0,1127.0
0 days 00:01:13.522000,202.22857508571428,0.0,True,9834.783972114286,6,0,6302.0,1043.0
0 days 00:01:13.742000,189.65714651428573,0.0,True,9685.105400685714,6,0,6396.0,979.0
0 days 00:01:14.022000,173.65714651428573,0.0,True,9494.605400685714,6,0,6496.0,891.0
0 days 00:01:14.202000,163.37143222857142,0.0,True,9372.14111497143,6,0,6569.0,803.0
0 days 00:01:14.261000,160.0,0.0,True,9332.0,4,0,6587.701629588758,774.995114964909
0 days 00:01:14.501000,152.0,0.0,True,9041.0,4,0,6630.089640688849,675.1852631535279
0 days 00:01:14.622000,150.18500096,0.0,True,8804.44512512,4,0,6642.0,633.0
0 days 00:01:14.701000,149.0,0.0,False,8650.0,4,0,6648.032624626788,608.3315195291254
0 days 00:01:14.943000,145.15000203636365,0.0,False,8447.600107054546,4,0,6660.0,535.0
0 days 00:01:15.141000,142.0,0.0,False,8282.0,4,0,6665.872601037788,455.89534440125476
0 days 00:01:15.163000,141.4499968,0.9625056,False,8268.6624224,4,0,6666.0,447.0
0 days 00:01:15.301000,138.0,7.0,False,8185.0,4,0,6663.742682939775,392.9118468232437
0 days 00:01:15.423000,138.60999936,30.179975680000002,False,8405.20976896,4,0,6658.0,348.0
0 days 00:01:15.501000,139.0,45.0,False,8546.0,4,0,6652.769078350366,320.9124238649627
0 days 00:01:15.663000,140.15714194285715,45.57857097142857,False,8591.707106742857,4,0,6637.0,266.0
0 days 00:01:15.781000,141.0,46.0,False,8625.0,4,0,6619.986994731678,223.52273789875326
0 days 00:01:15.863000,142.36666453333333,48.0499968,False,8690.5998976,4,0,6606.0,194.0
0 days 00:01:16.063000,145.69999786666668,53.0499968,False,8850.5998976,4,0,6566.0,125.0
0 days 00:01:16.141000,147.0,55.0,False,8913.0,4,0,6548.071603810063,98.63392792688691
0 days 00:01:16.283000,149.90454807272727,63.06818909090909,False,9156.336582981818,4,0,6512.0,52.0
