time_s,distance_m,speed,long_accel,throttle,full_throttle,brake,gear,gear_shift,rpm,drs
64.982,3471.711190041839,158.0,2.7356902356901074,69.0,0,0,4,0.0,9871.0,0
65.182,3477.1445233751724,163.0,6.944444444445594,73.16666666666667,0,0,4,0.0,10099.333333333334,0
65.222,3484.433412264061,164.0,6.944444444445523,74.0,0,0,4,0.0,10145.0,0
65.502,3494.408412264061,171.0,6.1728395061728065,83.0,0,0,4,0.0,10615.0,0
65.642,3498.273227078876,173.91666666666666,5.787037037034224,83.58333333333333,0,0,4,0.0,10729.916666666666,0
65.662,3500.6945233751726,174.33333333333334,5.787037037034409,83.66666666666667,0,0,4,0.0,10746.333333333334,0
65.742,3508.49230115295,176.0,5.7931093991908895,84.0,0,0,4,0.0,10812.0,0
65.981,3516.0339678196165,181.0,8.294708726670251,100.0,1,0,4,0.0,10068.0,0
66.042,3523.1491066285053,182.96071222857145,8.928564670152156,100.0,1,0,4,0.0,10050.78930377143,0
66.261,3533.7046621840605,190.0,8.222469939965464,100.0,1,0,5,1.0,9989.0,0
66.442,3544.536745419616,194.97749824,7.638888420214556,100.0,1,0,5,0.0,10227.01491584,0
66.661,3551.79507875295,201.0,7.053944212774468,100.0,1,0,5,0.0,10515.0,0
66.702,3560.7739675707276,202.0249984,6.9444351973274365,100.0,1,0,5,0.0,10541.265584,0
66.981,3574.707300904061,209.0,7.521080547424901,100.0,1,0,5,0.0,10720.0,0
67.182,3583.058411944061,214.74285531428572,7.936511839037053,100.0,1,0,5,0.0,11107.642733714283,0
67.261,3589.0861897218388,217.0,8.001820980277984,100.0,1,0,5,0.0,11260.0,0
67.382,3596.437161881839,220.5291648,8.101851923873028,100.0,1,0,5,0.0,11375.4541056,0
67.501,3604.5260507707276,224.0,5.98290762455926,100.0,1,0,5,0.0,11489.0,0
67.642,3609.5429951973942,225.7624992,3.472232342084226,100.0,1,0,5,0.0,11639.6936816,0
67.661,3616.44855075295,226.0,3.7721064544369938,100.0,1,0,5,0.0,11660.0,0
67.862,3628.67362358495,231.0249984,6.944443399798871,100.0,1,0,5,0.0,11212.318324363636,0
68.042,3636.4917450596167,235.5249984,6.944450117801125,100.0,1,0,5,0.0,10811.409233454546,0
68.101,3645.0829950596167,237.0,5.6362693226097065,100.0,1,0,6,1.0,10680.0,0
68.303,3653.0110505973944,237.84166613333332,1.1574105726363086,100.0,1,0,6,0.0,10806.24992,0
68.341,3658.299939486283,238.0,2.3485739654234123,100.0,1,0,6,0.0,10830.0,0
68.463,3670.3354948996166,240.71110826666663,6.1728363495974605,99.32222293333334,1,0,6,0.0,10910.655470933334,0
68.701,3681.9521615662834,246.0,2.8240762900716163,98.0,1,0,6,0.0,11068.0,0
68.803,3688.799661584061,246.51000064,1.3888888177494323,84.73998336,0,0,6,0.0,10981.80989184,0
68.901,3694.9746615840613,247.0,0.09259260930764412,72.0,0,0,6,0.0,10899.0,0
68.983,3704.568828268506,246.7071433142857,-0.9920625848105686,69.9500032,0,0,6,0.0,10853.021500342857,0
69.181,3712.0854949351724,246.0,-1.6617155042476952,65.0,0,0,6,0.0,10742.0,0
69.203,3723.012717121839,245.8624992,-1.736120466408897,64.9312496,0,0,6,0.0,10754.3063216,0
69.501,3737.2460504551727,244.0,-1.73610960210641,64.0,0,0,6,0.0,10921.0,0
69.623,3742.651328250728,243.2375008,-1.7361151375705504,64.0,0,0,6,0.0,10797.4751296,0
69.661,3745.351328250728,243.0,-1.7361116680589248,64.0,0,0,6,0.0,10759.0,0
69.703,3754.858547032061,242.7375008,-1.736106608127976,63.8687504,0,0,6,0.0,10752.43752,0
69.943,3764.1729949796163,241.2375008,-1.7361161597038972,63.1187504,0,0,6,0.0,10714.93752,0
69.981,3773.4782727573943,241.0,-1.9734263115824078,63.0,0,0,6,0.0,10709.0,0
70.221,3782.13882831295,238.0,-1.5638326779253475,64.0,0,0,6,0.0,10535.0,0
70.243,3788.152158852328,237.88999936,-1.3888959928970408,64.5500032,0,0,6,0.0,10541.98504064,0
70.403,3800.599383818728,237.08999936,-1.3888885437060026,68.5500032,0,0,6,0.0,10592.78504064,0
70.621,3813.7104949298387,236.0,-0.28787817484871425,74.0,0,0,6,0.0,10662.0,0
70.803,3826.253551763455,236.41363665454543,0.6313133637740691,76.48181992727272,0,0,6,0.0,10657.4499968,0
71.003,3834.741328289031,236.8681821090909,0.631312051279906,79.20909265454546,0,0,6,0.0,10652.4499968,0
71.061,3841.950078289031,237.0,0.6932947816339095,80.0,0,0,6,0.0,10651.0,0
71.222,3852.538689395711,237.5015575330208,0.8653513337127094,82.00623013208326,0,0,6,0.0,10712.19001902854,0
71.382,3859.8109116179335,238.0,1.6790063989577675,84.0,0,0,6,0.0,10773.0,0
71.442,3867.7585306655524,238.42857142857144,1.9841269841273288,84.64285714285714,0,0,6,0.0,10780.07142857143,0
71.622,3875.083133840156,239.71428571428572,1.9841269841269877,86.57142857142857,0,0,6,0.0,10801.285714285714,0
71.662,3883.083133840156,240.0,1.8849206349206966,87.0,0,0,6,0.0,10806.0,0
71.862,3891.116467173489,241.0,2.160493827160508,88.0,0,0,6,0.0,10897.0,0
71.902,3899.160911617934,241.33333333333337,2.3148148148147314,88.33333333333333,0,0,6,0.0,10900.666666666666,0
72.102,3912.660911617934,243.0,2.104377104377022,90.0,0,0,6,0.0,10919.0,0
72.302,3925.557881314903,244.36363636363637,1.8939393939394336,82.72727272727273,0,0,6,0.0,10895.818181818182,0
72.482,3933.7442449512664,245.5909090909091,1.8939393939391493,76.18181818181819,0,0,6,0.0,10874.954545454546,0
72.542,3945.3267449512664,246.0,1.0300814789820194,74.0,0,0,6,0.0,10868.0,0
72.821,3959.5017449512666,243.0,-11.958827058933991,51.0,0,1,6,0.0,10714.0,0
72.962,3969.929661786822,234.6281288,-16.493053966303904,28.5281352,0,1,6,0.0,10440.812624,0
73.141,3978.0185506757107,224.0,-16.066175284499536,0.0,0,1,6,0.0,10094.0,0
73.222,3989.6269556311395,219.37143222857145,-15.873005997708631,0.0,0,1,6,0.0,10038.891114971428,0
73.522,4004.2323527206636,202.22857508571428,-15.873015873015675,0.0,0,1,6,0.0,9834.783972114286,0
73.742,4017.402987895267,189.65714651428573,-15.873015873015873,0.0,0,1,6,0.0,9685.105400685714,0
74.022,4028.4977500336795,173.65714651428573,-15.873015873016271,0.0,0,1,6,0.0,9494.605400685714,0
